Date,Industry_01,Industry_02,Industry_03,Industry_04,Industry_05,Industry_06,Industry_07,Industry_08,Industry_09,Industry_10,Industry_11,Industry_12,Industry_13,Industry_14,Industry_15,Industry_16,Industry_17,Industry_18,Industry_19,Industry_20,Industry_21,Industry_22,Industry_23,Industry_24,Industry_25,Industry_26,Industry_27,Industry_28,Industry_29,Industry_30,Mkt_RF,Term_Spread,VIX
1996-09-30,1.94,0.81,3.28,-1.56,-0.05,1.0,-0.59,-0.85,1.51,1.17,1.33,-2.68,-0.63,5.37,4.88,2.56,-1.28,-1.27,5.97,3.61,-0.31,-3.53,-1.23,2.68,2.13,0.13,-2.05,-3.55,5.46,0.47,0.87,1.80999999999999,16.578
1996-10-31,5.81,2.7,10.76,8.49,5.79,5.4,0.23,6.61,5.11,0.32,2.91,7.67,8.95,6.91,6.88,4.71,1.93,5.24,5.54,2.6,5.49,6.06,14.01,4.89,6.78,4.86,2.12,3.9,8.38,6.49,6.25,1.33999999999999,16.3817391304347
1996-11-30,-2.29,0.53,9.26,-6.05,-2.26,0.39,1.98,-2.62,-2.07,2.43,1.95,-1.24,-0.92,-2.89,-2.47,4.92,-2.35,11.85,0.77,0.13,2.9,-2.95,-2.42,0.93,-1.32,-0.13,-4.24,-2.97,-1.64,-2.22,-1.7,1.05999999999999,15.997
1996-12-31,3.2,11.37,4.59,3.8,0.88,6.73,5.21,9.57,3.78,5.6,6.19,4.48,5.6,4.08,3.53,1.78,-3.8,9.79,4.34,0.92,2.29,5.76,10.36,1.07,2.2,-0.03,0.28,1.76,6.56,7.44,4.96,1.35999999999999,19.2609523809523
1997-01-31,2.72,2.74,12.45,-0.19,2.49,2.81,3.17,0.93,1.07,2.2,-3.37,0.19,-1.97,-0.88,0.23,-1.43,17.11,-2.47,-5.75,-0.57,2.57,-4.99,-8.16,4.42,-1.13,-0.84,5.74,-2.84,3.93,-4.71,-0.48,1.51,19.4733333333333
1997-02-28,-1.3,-6.53,-13.61,-3.21,0.7,-6.25,-4.95,-7.48,-2.17,-2.22,-5.31,-4.36,-1.77,-2.98,-4.05,-0.99,-11.43,-4.78,5.26,-2.79,-7.83,-5.97,-5.22,-4.36,-0.13,-6.73,-0.74,1.2,-6.53,-4.27,-5.02,1.46999999999999,20.1394736842105
1997-03-31,3.7,11.39,3.21,3.48,-0.9,8.73,-2.7,6.07,3.31,-5.05,7.25,0.81,3.9,9.86,4.29,1.13,-6.75,4.79,0.02,-1.39,2.49,9.18,6.02,3.63,5.72,0.38,1.64,5.9,6.02,0.69,4.04,1.71,20.1699999999999
1997-04-30,2.55,6.42,9.99,4.97,7.02,8.04,5.95,7.01,4.54,5.55,6.64,8.74,11.85,9.08,6.08,7.0,7.28,-3.57,7.34,3.63,6.56,10.09,10.21,7.81,6.17,8.73,6.4,1.08,5.67,8.12,6.73,1.58,19.6622727272727
1997-05-31,6.94,0.06,2.65,1.29,6.04,4.15,4.5,8.87,6.14,0.61,5.53,3.52,6.9,6.62,3.06,3.81,1.21,1.03,1.28,3.14,3.46,3.4,0.93,3.13,2.27,1.72,6.71,1.11,6.0,4.44,4.1,1.84999999999999,19.9247619047619
1997-06-30,5.64,1.85,1.57,1.87,4.85,4.62,3.46,2.1,7.09,1.32,9.39,9.37,10.05,8.71,8.01,8.37,2.46,9.68,7.43,2.83,2.25,7.91,18.85,5.59,8.04,4.98,8.95,7.27,10.51,3.15,7.31,1.45,20.1942857142857
1997-07-31,-4.21,-12.64,-3.07,-2.11,-2.49,-8.39,-5.61,-6.1,-4.58,0.46,-6.06,-1.61,1.41,-9.29,1.29,-6.42,0.85,-4.92,0.3,-1.16,-2.41,-2.37,-0.79,-2.62,-4.13,1.49,-2.85,-4.99,-5.62,-0.55,-4.1,0.909999999999999,20.5290909090909
1997-08-31,6.51,8.1,-3.16,5.11,7.12,5.26,5.98,6.61,0.56,6.09,4.55,0.6,1.2,8.22,5.69,3.49,5.4,-4.13,6.27,4.62,9.65,3.95,3.89,1.92,8.66,4.35,5.43,5.72,8.21,5.23,5.34,1.24,23.0847619047619
1997-09-30,-1.37,-5.97,-4.32,-0.37,-1.07,-3.56,-7.63,0.09,-4.28,-4.23,-3.12,-7.75,-8.39,-5.21,-3.84,-11.32,-15.1,-15.9,-2.0,0.89,2.88,-3.05,-10.68,-6.16,-1.42,-2.11,-1.24,-5.51,-2.11,-9.51,-3.8,1.19,23.8123809523809
1997-10-31,7.31,7.33,9.2,7.29,4.05,5.36,0.94,2.77,3.13,-2.15,2.54,-4.66,-3.18,11.71,-2.23,6.28,-10.53,-7.78,-3.48,7.18,10.68,2.48,0.64,2.97,-0.78,1.24,6.47,3.45,3.54,2.33,2.99,0.769999999999999,23.8708695652173
1997-11-30,3.15,4.22,5.57,2.4,6.17,2.99,-8.26,3.52,-0.14,1.56,3.9,-0.83,-0.82,-0.18,4.62,-2.12,-5.71,1.71,-1.47,8.01,4.16,-0.51,-4.76,-6.1,1.98,0.31,-0.64,-1.4,5.79,6.51,1.33,0.78,32.2061111111111
1997-12-31,-3.25,-1.99,-7.59,5.68,-0.62,0.64,0.22,5.66,-2.47,-0.56,0.5,3.2,-3.28,4.85,0.74,0.82,-1.11,-8.8,-5.66,-4.38,5.09,3.54,5.08,2.28,-0.19,-0.93,1.75,-2.34,-2.64,-3.22,0.15,0.53,26.2763636363636
1998-01-31,3.97,4.69,4.63,6.53,6.11,9.16,10.85,5.53,8.12,6.99,8.6,3.96,11.55,1.59,12.33,12.23,2.13,8.14,6.78,2.64,2.41,10.62,9.65,5.74,3.94,7.27,11.12,10.77,8.91,7.27,7.03,0.47,23.8665
1998-02-28,4.43,12.48,-3.29,0.14,5.5,4.08,4.76,3.58,5.56,6.08,8.49,2.36,2.42,9.6,6.01,-0.07,10.12,5.2,4.8,6.7,10.09,8.12,-2.18,2.64,6.84,3.24,7.47,6.42,5.89,5.05,4.76,0.44,19.998947368421
1998-03-31,-3.53,-3.08,-10.95,9.33,1.58,1.09,1.54,1.91,2.82,3.8,-1.86,4.43,1.29,-0.87,1.49,0.82,3.62,-0.39,3.74,-2.49,-3.21,-0.37,7.61,2.46,-2.93,1.7,-0.31,0.51,2.09,4.52,0.74,0.65,20.1586363636363
1998-04-30,1.09,2.9,0.63,-6.78,-0.81,-1.19,-0.73,-2.5,1.13,-3.0,-3.19,-9.31,-6.21,-2.53,9.63,-3.03,-12.52,-2.52,-4.27,-1.09,-1.82,-6.16,-7.14,-4.71,-4.7,-3.68,3.8,0.88,-2.3,-3.45,-3.07,0.809999999999999,22.0285714285714
1998-05-31,0.56,6.77,5.88,-2.41,5.88,3.69,1.92,6.2,-3.43,-6.97,-0.58,-5.94,-5.7,5.99,2.23,-2.36,-5.83,-2.52,-1.23,3.0,2.93,13.46,4.64,-6.8,0.99,0.23,6.89,0.65,3.7,-0.15,3.19,0.669999999999999,20.874
1998-06-30,-8.14,-4.49,10.55,-2.45,-2.81,-3.44,-10.98,-0.26,-8.79,-9.13,-5.07,-6.33,-10.09,-2.31,-0.47,-5.38,-7.03,8.26,-6.8,-5.41,3.82,-5.26,3.85,-6.68,-6.08,-3.97,-2.14,-4.31,-1.16,0.23,-2.42,0.47,21.6627272727272
1998-07-31,-8.95,-19.74,-5.15,-22.67,-10.5,-10.86,-22.13,-12.37,-11.91,-16.56,-19.5,-17.76,-19.77,-11.36,-19.81,-19.54,-19.17,-24.84,-10.04,1.96,-12.36,-18.18,-17.49,-15.18,-16.85,-17.93,-13.15,-14.83,-21.97,-18.62,-16.05,0.53,19.93
1998-08-31,4.32,-5.08,12.53,-1.26,-0.34,-5.01,4.22,12.09,0.68,-8.72,-0.52,9.1,2.25,0.02,1.9,5.94,30.88,5.18,13.12,8.17,10.27,15.44,13.18,5.01,1.82,10.83,-0.43,0.89,2.43,8.5,6.19,0.28,31.5880952380952
1998-09-30,9.33,15.75,10.79,7.12,7.66,18.71,6.0,3.83,1.77,2.83,12.13,8.22,13.69,9.95,10.77,14.25,4.16,2.98,1.1,-1.77,6.74,0.7,10.06,9.78,8.11,4.28,12.36,10.62,9.09,7.08,6.98,0.18,38.2047619047619
1998-10-31,4.39,5.78,9.2,12.54,8.43,0.88,5.45,6.19,4.43,8.68,3.88,-2.12,2.9,3.96,5.15,9.19,-0.28,6.1,0.5,1.33,3.66,12.72,10.34,6.47,2.96,1.97,11.04,3.6,6.19,-0.49,6.07,0.409999999999999,36.6081818181818
1998-11-30,-1.82,-0.34,-3.16,-3.08,9.47,5.31,4.26,4.94,-4.56,4.53,5.26,-0.76,0.2,11.69,3.73,-5.62,-0.43,22.42,-1.72,2.86,14.39,14.67,14.09,-0.03,3.88,4.43,10.51,7.27,3.12,-1.1,6.15,0.32,26.223
1998-12-31,-3.9,-1.65,-12.23,8.18,-0.7,-2.04,5.84,0.28,-5.22,-7.15,9.7,3.7,5.76,2.26,7.81,0.21,-2.31,19.02,-5.59,-6.25,9.13,14.43,13.29,-2.55,0.78,-0.7,3.32,1.83,0.33,-5.87,3.48,0.28,25.4790909090909
1999-01-31,-4.15,-1.32,-16.0,4.83,-0.46,-1.36,1.31,0.17,1.11,-8.59,-6.69,-5.31,-3.49,-4.39,-5.43,3.58,-1.78,6.21,-3.59,-3.63,-2.89,-9.87,-12.31,-1.55,-1.22,-5.94,-1.0,7.11,0.63,-0.47,-4.08,0.29,28.0352631578947
1999-02-28,-3.25,-1.67,-9.13,-4.89,2.85,4.81,1.13,2.51,3.59,-6.73,5.82,-2.53,2.75,9.06,-0.89,4.36,0.36,29.82,14.71,-1.64,-0.68,11.91,5.09,1.67,2.98,-3.19,3.5,3.6,2.97,-1.38,3.48,0.74,28.8226315789473
1999-03-31,1.56,5.05,0.09,4.84,5.79,4.18,8.51,-5.53,22.01,8.48,4.5,30.24,16.39,-2.4,9.33,14.54,21.43,22.91,15.45,7.35,7.75,-2.5,6.19,19.85,11.57,5.29,-0.51,-0.77,6.35,17.69,4.34,0.879999999999999,25.3095652173913
1999-04-30,3.63,-0.61,10.0,-5.39,-1.43,-2.99,-2.6,-2.03,-5.98,2.48,-1.33,-7.38,-1.99,-2.58,-5.0,-1.93,-10.64,-12.22,-2.67,6.73,0.66,-2.41,0.03,-4.11,-4.88,2.64,-3.48,-6.91,-3.84,-0.15,-2.46,0.93,23.4785714285714
1999-05-31,0.55,-4.35,4.81,5.52,4.14,1.16,1.74,4.43,2.62,3.47,-7.16,8.8,9.52,10.37,-1.46,6.69,8.55,-23.02,-0.55,-4.49,5.88,8.82,12.86,3.77,1.0,6.04,9.06,3.79,2.83,3.11,4.77,1.10999999999999,26.2045
1999-06-30,-3.74,0.26,-6.91,-6.49,-0.53,-0.97,-9.08,-4.4,-0.1,-3.26,-1.27,-1.13,-1.51,-2.76,-7.67,-0.12,-8.24,-10.71,2.16,-0.58,-1.72,-6.37,2.41,0.48,-2.09,-0.5,-6.15,-2.52,-5.73,-17.23,-3.49,1.15999999999999,23.6263636363636
1999-07-31,-2.0,-3.86,0.56,-1.35,-9.6,2.63,-11.65,3.76,-5.74,-8.68,-2.84,-0.47,-2.01,2.28,4.19,-2.14,0.14,11.51,1.6,0.58,-8.25,1.53,7.8,-3.87,-8.25,-4.65,-6.3,-4.08,-5.12,-7.19,-1.37,1.29999999999999,21.0490476190476
1999-08-31,-4.55,-15.0,-7.05,-2.76,1.17,-10.0,3.9,-7.07,-5.41,-13.54,-10.08,-2.55,-1.48,4.57,-6.72,-6.2,4.29,-11.12,-3.69,-4.28,4.65,3.12,-2.45,-3.35,-6.33,-5.2,2.52,2.09,-5.58,-6.58,-2.77,1.14,24.3236363636363
1999-09-30,9.11,16.46,-24.96,1.15,10.27,11.7,0.52,10.73,2.21,2.4,0.38,1.05,2.29,12.19,2.78,0.14,-3.83,24.85,-2.55,2.16,8.3,2.65,3.17,4.59,7.64,-6.41,5.97,-4.51,14.02,-8.56,6.09,1.16,24.5414285714285
1999-10-31,-6.83,8.86,3.5,5.99,-8.21,0.27,-9.72,1.52,-0.62,2.15,2.78,7.35,0.2,-3.41,-3.47,-4.47,0.69,-1.44,4.03,-7.36,4.61,10.12,14.16,-0.75,-5.04,4.49,4.06,4.75,-3.65,-1.68,3.41,1.04999999999999,24.0214285714285
1999-11-30,-5.79,-8.83,-10.32,7.13,12.94,3.72,3.8,-5.62,6.56,2.55,3.74,22.4,11.57,17.33,3.3,3.61,6.75,19.82,-0.23,-2.37,4.53,24.45,17.29,6.95,0.08,7.97,8.21,-7.12,-1.08,9.52,7.66,1.02999999999999,21.8180952380952
1999-12-31,-8.21,-2.29,-8.77,2.81,-0.84,-6.57,-11.83,7.63,-9.25,-7.59,-10.77,-2.33,-0.56,-12.47,-1.18,-9.23,-6.84,40.75,-1.29,5.54,-3.85,-9.99,-1.28,-8.82,-9.43,8.79,-14.29,-7.32,-4.49,-3.64,-4.74,1.28,22.1590909090909
2000-01-31,-7.01,-11.66,-4.0,-3.02,-0.39,-11.68,-10.57,-2.51,-7.4,-6.0,-6.17,7.26,9.22,-0.72,-8.72,-7.15,-4.23,-3.45,-5.81,-7.07,-3.69,7.64,24.72,-11.7,-5.29,1.44,-4.16,-12.04,-8.8,-0.89,2.46,1.14999999999999,23.202
2000-02-29,9.29,0.18,5.21,10.82,12.46,-14.76,24.94,-0.03,12.47,5.21,12.37,3.47,5.99,16.98,9.92,10.14,4.75,-7.23,13.76,5.89,8.27,2.85,4.72,8.59,12.68,7.25,14.41,16.09,16.95,-0.29,5.21,0.799999999999999,23.5955
2000-03-31,-4.77,3.69,3.83,4.08,-7.47,4.68,3.65,5.04,-3.84,6.37,1.25,-1.05,5.03,0.65,11.73,5.03,-3.75,-15.36,-1.3,7.42,-8.33,-16.44,-6.03,-1.08,3.44,-3.23,-5.5,3.72,-3.69,9.62,-6.39,0.31,22.7182608695652
2000-04-30,14.92,11.9,19.46,1.32,-6.01,2.9,-5.37,3.72,0.05,-3.96,-6.97,-4.49,-9.87,0.24,-14.99,-0.79,1.5,-12.76,11.02,3.96,-9.97,-9.27,-11.47,-1.91,-3.57,1.45,-3.13,-4.25,4.97,5.93,-4.39,0.57,27.1642105263157
2000-05-31,1.72,6.08,3.04,-1.03,-0.35,-2.92,-7.74,10.99,-6.37,-8.93,-1.58,16.08,1.06,0.68,-12.1,-9.76,-5.61,14.81,-6.17,-4.68,3.99,11.35,12.82,-5.87,-1.91,-2.21,-1.98,-3.94,-4.28,1.87,4.68,0.809999999999999,26.3731818181818
2000-06-30,-1.06,6.57,-4.39,-1.73,-1.57,-2.4,5.56,-6.51,0.86,4.55,-2.19,-6.2,-6.18,0.02,4.9,7.16,-7.1,11.38,-2.7,3.87,-6.74,-7.91,-3.26,4.49,9.59,4.26,-1.96,-2.01,8.63,-1.29,-2.48,0.32,21.54
2000-07-31,-2.85,-10.95,19.04,5.41,2.5,3.85,3.04,3.5,2.65,-3.37,5.52,25.05,9.34,7.3,5.94,10.27,4.38,17.94,8.74,11.66,-1.49,11.15,12.84,2.04,-2.83,10.36,-5.29,-0.71,10.11,13.12,7.03,0.00999999999999978,19.893
2000-08-31,4.96,5.46,0.95,-8.92,0.36,-1.47,-0.63,3.67,-3.49,5.91,-3.6,-12.27,-16.36,-10.61,-5.14,7.56,-7.07,-13.73,4.62,8.8,-4.45,-8.98,-17.73,-5.53,-2.74,3.64,2.45,1.62,2.48,-1.15,-5.44,-0.399999999999999,18.0886956521739
2000-09-30,6.03,8.95,22.8,-3.62,-2.75,9.53,3.9,2.06,2.58,-2.79,6.13,-12.15,-4.85,-10.93,2.92,14.15,-3.88,7.16,-2.84,-1.67,-0.17,-7.61,-6.66,10.3,7.74,-2.57,-2.08,4.26,-0.53,-5.21,-2.78,-0.25,19.6875
2000-10-31,4.22,4.19,4.07,-12.85,-5.51,0.25,4.18,0.75,0.92,-0.82,-2.56,-15.65,-9.89,-9.53,-13.36,-0.71,4.9,9.3,-2.55,2.96,-16.53,-19.95,-24.28,0.48,1.38,-6.83,-0.23,5.08,-5.12,-8.12,-10.7,-0.42,25.2
2000-11-30,5.44,-2.59,17.07,-8.97,11.11,3.04,14.59,3.49,10.1,5.78,12.39,1.89,9.56,6.41,-0.12,-0.02,5.54,44.09,7.38,6.47,-4.27,-6.44,-8.29,11.11,4.28,12.84,4.33,2.41,9.8,-0.9,1.18,-0.549999999999999,26.3828571428571
2000-12-31,-4.44,-4.72,0.07,21.4,2.35,-3.67,3.43,-8.51,-4.85,8.89,-0.99,6.15,11.12,2.32,15.09,-5.73,1.6,-2.48,-3.43,-10.23,15.5,17.73,13.93,-3.63,5.77,-1.87,9.76,-3.77,-0.46,-3.32,3.25,-0.61,26.5305
2001-01-31,1.34,-6.32,9.47,-6.31,0.35,-1.16,-11.06,-0.54,-1.86,-2.5,0.66,-23.84,-9.04,-14.24,-0.65,3.4,2.0,23.08,-0.13,6.18,-10.3,-16.31,-31.53,2.5,-5.04,-4.78,-6.17,-0.06,-5.07,1.36,-10.03,0.33,24.9185714285714
2001-02-28,-3.67,-9.48,-0.18,-8.27,-6.54,-8.95,-1.09,-8.59,-4.57,-4.35,-1.55,-8.4,-2.01,-11.88,-2.12,-9.31,-2.3,18.92,-0.19,1.05,-6.0,-13.02,-14.14,-5.92,-2.22,-6.11,-2.0,-5.0,-3.32,-7.7,-7.25,0.189999999999999,23.4115789473684
2001-03-31,-1.7,-2.13,5.68,14.11,5.04,1.62,7.17,4.25,6.08,5.25,2.9,13.33,15.02,9.69,7.47,12.64,6.89,8.44,10.02,5.41,4.01,18.87,15.93,5.85,3.5,8.11,4.97,6.75,4.1,12.75,7.93,0.729999999999999,28.4968181818181
2001-04-30,2.74,4.67,2.24,10.03,3.4,5.46,4.01,2.77,1.19,2.47,2.06,0.21,-0.21,4.47,-3.28,2.38,11.2,-13.69,0.19,0.47,-1.63,1.32,-6.35,1.44,5.08,-0.4,1.68,4.22,3.67,1.26,0.68,1.48999999999999,28.1339999999999
2001-05-31,-0.63,-4.92,-0.5,-4.89,0.44,0.76,-1.89,-2.98,-2.83,4.33,0.1,-7.3,-4.62,-8.07,4.61,-13.66,-4.01,-16.55,-7.42,-6.15,-2.68,3.94,-1.57,-4.16,-3.25,-2.04,-2.61,-3.7,0.69,-0.77,-1.94,1.88,22.9440909090909
2001-06-30,3.13,0.79,-9.19,-6.62,-1.09,4.64,0.09,2.28,-2.94,10.05,0.24,-2.31,-2.42,-5.83,3.79,3.39,-6.19,-16.49,-2.12,-3.84,-0.96,-9.84,-4.33,5.57,0.19,0.2,5.43,3.83,-0.63,-9.07,-2.13,1.85,20.9404761904761
2001-07-31,3.64,6.13,4.67,-0.5,-7.74,1.08,-4.51,-3.1,-1.21,-3.62,0.1,-6.33,-5.37,-2.26,-13.77,-5.63,2.54,6.76,-3.57,0.53,-8.64,-12.98,-11.16,-1.87,-4.74,-4.21,-8.39,1.14,-5.26,-5.25,-6.4,1.61,22.3161904761904
2001-08-31,-0.5,-3.22,2.9,-17.59,-11.31,-5.0,-17.74,-0.63,-9.51,-15.55,-13.68,-22.0,-19.85,-13.38,-17.87,-23.81,-1.35,-15.69,-6.12,-6.6,-2.35,-13.0,-24.51,-8.82,-17.55,-8.56,-9.77,-13.42,-5.53,-11.34,-9.24,1.54999999999999,21.8617391304347
2001-09-30,1.82,1.36,-2.82,8.13,0.08,1.22,7.59,1.26,3.61,5.67,4.7,2.5,10.49,0.36,-1.72,4.13,-4.04,30.0,4.96,1.76,-9.57,10.76,19.58,1.28,4.86,-7.3,3.44,2.86,-1.53,-0.83,2.48,2.24999999999999,35.0653333333333
2001-10-31,0.76,-0.03,1.19,10.87,12.33,6.07,9.77,5.02,11.11,7.24,7.96,15.74,7.86,10.62,17.38,7.87,1.7,-14.09,-4.12,-1.43,5.85,11.33,20.19,9.53,11.99,-3.59,13.05,5.9,6.73,5.76,7.53,2.29,32.721304347826
2001-11-30,2.55,1.61,-1.73,5.51,3.23,1.83,7.05,-2.82,-1.37,12.23,7.97,-2.72,6.6,4.39,-3.41,5.26,4.27,10.22,5.93,4.04,2.6,3.34,-3.94,2.29,3.05,1.05,4.96,4.14,3.15,4.36,1.61,3.03,26.6309523809523
2001-12-31,1.32,-3.76,8.44,5.63,-3.42,2.68,5.39,-2.41,-1.73,4.25,1.7,-0.26,2.14,1.85,3.09,5.37,1.77,-9.45,-2.79,-4.33,-7.15,-4.09,3.35,0.17,6.91,3.37,2.09,6.31,-1.19,-6.52,-1.44,3.36,23.72
2002-01-31,1.28,8.17,5.04,1.08,6.51,2.67,-0.73,-0.45,4.8,5.72,4.85,0.03,3.59,-0.34,5.97,8.24,4.83,-1.18,5.61,-0.36,-2.75,-7.84,-16.68,5.26,1.76,-2.67,0.34,-1.32,-1.11,2.55,-2.3,3.34,22.2528571428571
2002-02-28,1.59,8.35,1.59,8.85,3.29,4.5,4.78,0.54,5.13,0.72,1.73,6.04,10.33,5.1,7.49,3.15,8.07,14.9,7.64,10.29,0.36,3.8,9.73,1.77,2.92,5.27,1.53,5.46,6.29,-0.47,4.24,3.12,22.8757894736842
2002-03-31,1.44,5.04,3.29,3.9,-4.25,0.09,2.89,-7.55,-4.84,9.63,3.83,-7.13,-2.62,-1.42,1.68,-3.3,-0.08,-6.45,-4.55,-0.42,-12.76,-13.71,-8.52,2.18,-6.03,-0.61,-2.21,3.99,-1.02,-12.17,-5.21,3.66,18.985
2002-04-30,2.1,-0.5,4.52,-4.05,-0.26,-0.2,-1.6,-2.28,2.08,0.05,-1.4,0.36,-4.6,3.48,0.63,0.5,6.65,5.58,-0.8,-6.92,3.0,-4.15,-2.71,0.41,-0.1,-5.14,-1.27,-0.02,-0.16,-1.24,-1.36,3.37,19.9004545454545
2002-05-31,-2.87,-0.24,-22.09,-6.94,-5.46,-2.94,-1.63,-9.53,-0.96,-5.23,-2.26,-5.18,-7.37,-6.88,-9.46,-0.28,-9.56,-6.13,0.06,-5.81,-14.4,-5.91,-18.52,-2.75,-0.89,-6.07,-5.12,-4.29,-4.76,-4.59,-7.23,3.37,20.0877272727272
2002-06-30,-9.25,-7.29,3.92,-14.68,-5.18,-2.42,-10.02,-2.76,-9.25,-22.86,-10.62,-20.39,-14.41,-9.12,-12.51,-8.26,-9.74,-30.2,-11.65,-12.14,-11.67,-10.44,-9.2,-6.19,-8.28,-10.54,-11.99,-9.4,-7.03,4.76,-8.19,3.19,25.271
2002-07-31,-1.05,2.4,8.91,5.0,3.52,1.76,-1.1,0.65,1.86,-2.45,-1.99,-4.83,-0.79,0.07,-1.47,-9.65,8.28,9.88,0.58,3.4,0.2,1.55,-3.42,-0.87,-2.21,4.52,1.91,-3.92,2.25,-3.88,0.5,2.83,34.0495454545454
2002-08-31,-4.22,-5.56,-21.53,-5.25,-3.78,-2.56,-6.03,-5.89,-11.15,-6.58,-9.83,-18.46,-9.99,-9.74,-13.29,-9.49,-7.61,-8.14,-7.85,-10.88,-9.85,-14.24,-17.48,-10.3,-6.45,-6.36,-9.49,-13.63,-10.41,-14.63,-10.34,2.47999999999999,33.7427272727272
2002-09-30,8.07,-0.43,4.92,11.15,5.63,3.14,9.65,5.68,5.64,3.93,3.22,6.42,9.74,5.33,-8.58,-0.08,-9.01,4.16,3.14,-0.61,21.94,19.26,15.59,4.12,4.66,5.41,6.46,-0.36,7.28,1.13,7.84,2.09,37.6475
2002-10-31,0.17,-3.07,-6.57,9.48,-1.2,-1.94,5.28,3.78,9.46,12.06,4.97,18.2,12.11,11.27,17.49,7.16,3.72,10.33,2.95,1.58,11.81,10.4,21.41,7.79,3.89,-3.33,2.92,5.67,3.22,5.98,5.96,2.51,35.2430434782608
2002-11-30,0.13,-3.19,8.97,-13.18,-1.02,-0.03,-4.83,-4.09,-4.27,-4.91,-2.02,-10.27,-9.19,-4.49,-7.74,-2.81,12.69,12.11,0.74,3.83,-9.51,-8.62,-15.94,-5.17,-0.98,-2.68,-8.03,-5.63,-4.25,-7.0,-5.76,3.01999999999999,28.175
2002-12-31,-3.86,-5.84,-6.19,-8.02,1.22,-2.66,-4.39,-0.6,-5.91,-4.8,-3.47,-4.78,-5.8,-4.69,-2.99,-3.48,-1.05,-14.24,-2.39,-3.21,-4.11,-2.1,-0.96,-1.47,-5.1,-2.27,-5.1,-5.93,-1.61,-5.12,-2.57,2.63,28.2104761904761
2003-01-31,-5.0,-0.82,1.3,-2.19,-4.77,-2.76,-3.12,-1.96,-4.16,-4.16,0.17,2.28,1.8,-0.09,-5.89,-8.62,-6.68,14.6,1.85,-3.98,-6.45,-1.36,3.07,-1.55,-3.13,-3.45,-0.52,-4.83,-3.26,1.57,-1.88,2.84,27.4242857142857
2003-02-28,0.04,1.05,-19.87,0.41,-2.2,6.47,5.7,3.73,3.42,-1.47,0.97,-3.26,-1.85,-4.46,-3.68,-5.46,-3.03,-3.5,1.54,4.31,-0.43,0.88,-2.21,0.73,4.44,-0.51,5.51,5.18,0.21,5.06,1.09,2.53,32.2184210526315
2003-03-31,4.17,2.18,2.7,14.72,8.09,3.42,7.54,4.27,9.94,12.64,7.72,10.22,8.73,10.05,18.82,9.1,5.8,2.28,-0.5,7.23,11.26,8.01,10.5,3.11,10.64,6.08,9.73,9.51,11.14,13.68,8.18,2.71,30.6342857142857
2003-04-30,5.16,10.22,32.53,6.82,6.49,2.88,4.01,3.94,0.82,3.86,10.61,13.14,6.17,5.82,3.7,11.36,11.69,25.51,8.5,10.16,6.32,5.72,13.86,2.75,4.58,6.93,2.52,8.41,5.61,-1.01,6.05,2.78,23.9919047619047
